LAU_ID,LAU_NAME,Anio,Vehiculos_Oficial,Indice_Conectividad,Poblacion_Est
03003,Agres,2017,415,17.31,607
03004,Aigües,2017,769,12.42,1123
03005,Albatera,2017,8809,41.39,12859
03006,Alcalalí,2017,935,9.67,1366
03007,Alcosser,2017,174,3.15,255
03008,Alcoleja,2017,128,9.69,188
03009,Alcoi,2017,40071,87.38,58490
03010,Alfafara,2017,281,13.26,411
03012,Algorfa,2017,2478,12.44,3617
03013,Algueña,2017,939,12.38,1372
03014,Alacant,2017,235871,135.14,344287
03015,Almoradí,2017,14649,28.68,21383
03016,Almudaina,2017,74,5.88,109
03018,Altea,2017,16159,23.17,23587
03019,Aspe,2017,14443,47.4,21082
03020,Balones,2017,80,7.43,118
03021,Banyeres de Mariola,2017,4880,33.82,7124
03022,Benasau,2017,115,6.01,169
03023,Beneixama,2017,1146,23.48,1673
03025,Benferri,2017,1355,8.31,1979
03026,Beniarbeig,2017,1609,4.98,2350
03027,Beniardà,2017,170,10.53,249
03029,Benigembla,2017,368,12.39,538
03030,Benidoleig,2017,837,5.03,1222
03031,Benidorm,2017,48562,25.92,70884
03032,Benifallim,2017,74,9.03,109
03033,Benifato,2017,93,7.89,137
03035,Benilloba,2017,496,6.41,724
03036,Benillup,2017,72,2.26,106
03037,Benimantell,2017,360,25.44,526
03039,Benimassot,2017,70,6.35,103
03040,Benimeli,2017,306,2.35,447
03041,Benissa,2017,8323,46.92,12149
05109,Langa,2017,302,16.36,442
05110,Lanzahíta,2017,563,22.53,822
05112,"Losar del Barco, El",2017,78,13.02,114
05114,Madrigal de las Altas Torres,2017,901,71.77,1316
05116,Malpartida de Corneja,2017,66,12.7,97
05117,Mamblas,2017,132,16.11,193
05118,Mancera de Arriba,2017,47,11.65,69
05119,Manjabálago y Ortigosa de Rioa,2017,26,11.35,38
05120,Marlín,2017,23,4.2,34
05121,Martiherrero,2017,238,15.28,348
05122,Martínez,2017,76,11.94,112
05123,Mediana de Voltoya,2017,78,12.26,114
05125,Mengamuñoz,2017,36,7.65,54
05127,Mijares,2017,489,31.69,715
05128,Mingorría,2017,261,20.61,381
05129,"Mirón, El",2017,65,20.62,96
05130,Mironcillo,2017,73,10.2,107
05131,Mirueña de los Infanzones,2017,59,20.69,87
05132,Mombeltrán,2017,615,33.6,898
05133,Monsalupe,2017,37,11.5,55
05135,Muñana,2017,328,22.59,479
05136,Muñico,2017,52,8.74,77
05138,Muñogalindo,2017,201,12.59,294
05139,Muñogrande,2017,50,10.64,74
05140,Muñomer del Peco,2017,74,6.66,109
05141,Muñopepe,2017,69,4.05,101
05142,Muñosancho,2017,58,13.0,86
05143,Muñotello,2017,34,13.3,50
05144,Narrillos del Álamo,2017,39,19.07,58
05145,Narrillos del Rebollar,2017,24,11.29,36
05147,Narros del Castillo,2017,100,22.55,146
05149,Narros de Saldueña,2017,74,6.23,109
05151,Navacepedilla de Corneja,2017,63,19.56,93
05152,Nava de Arévalo,2017,455,39.1,665
05153,Nava del Barco,2017,56,19.36,83
05154,Navadijos,2017,26,13.24,38
05155,Navaescurial,2017,36,23.12,54
05156,Navahondilla,2017,239,14.83,349
05157,Navalacruz,2017,147,33.43,216
05158,Navalmoral,2017,248,29.13,362
05159,Navalonguilla,2017,130,60.8,190
05160,Navalosa,2017,217,20.1,318
05163,Navaluenga,2017,1460,49.41,2132
05164,Navaquesera,2017,26,6.13,38
05165,Navarredonda de Gredos,2017,303,52.82,443
05166,Navarredondilla,2017,117,13.47,172
05167,Navarrevisca,2017,206,26.77,302
05169,Navatalgordo,2017,158,13.37,232
05170,Navatejares,2017,36,7.24,54
05171,Neila de San Miguel,2017,41,5.23,60
05172,Niharra,2017,125,7.54,183
05174,Orbita,2017,47,9.51,69
05175,"Oso, El",2017,89,12.38,130
05176,Padiernos,2017,184,24.74,270
05177,Pajares de Adaja,2017,95,15.44,140
05178,Palacios de Goda,2017,277,35.55,405
05179,Papatrigo,2017,149,14.04,218
05180,"Parral, El",2017,42,7.14,62
05181,Pascualcobo,2017,25,10.62,37
05184,Peguerinos,2017,205,57.65,300
05185,Peñalba de Ávila,2017,71,15.74,104
05186,Piedrahíta,2017,1129,19.29,1648
05187,Piedralaves,2017,1448,37.16,2114
05188,Poveda,2017,22,4.22,33
05189,Poyales del Hoyo,2017,334,2.26,488
05190,Pozanco,2017,39,7.31,57
05191,Pradosegar,2017,81,7.5,119
05192,Puerto Castilla,2017,67,29.0,98
05193,Rasueros,2017,107,27.19,157
05194,Riocabado,2017,87,13.13,128
05195,Riofrío,2017,133,43.79,195
05196,Rivilla de Barajas,2017,41,16.12,60
05198,Salvadiós,2017,51,13.5,75
05200,San Bartolomé de Corneja,2017,24,4.77,36
05201,San Bartolomé de Pinares,2017,337,50.05,493
05204,Sanchidrián,2017,477,17.88,697
05205,Sanchorreja,2017,56,23.55,82
05206,San Esteban de los Patos,2017,13,6.73,19
05207,San Esteban del Valle,2017,498,26.45,728
05208,San Esteban de Zapardiel,2017,26,8.66,38
05210,San Juan de la Encinilla,2017,44,11.41,65
05211,San Juan de la Nava,2017,293,40.74,429
05213,San Juan del Olmo,2017,54,20.08,80
05215,San Martín de la Vega del Albe,2017,110,33.86,161
05216,San Martín del Pimpollar,2017,146,30.56,214
05217,San Miguel de Corneja,2017,47,4.45,70
05218,San Miguel de Serrezuela,2017,69,23.07,102
05219,San Pascual,2017,29,12.29,43
05220,San Pedro del Arroyo,2017,335,12.47,489
05221,Santa Cruz del Valle,2017,217,19.84,318
05222,Santa Cruz de Pinares,2017,119,27.67,174
05224,Santa María del Arroyo,2017,67,7.4,99
05225,Santa María del Berrocal,2017,253,19.05,370
05227,Santa María del Tiétar,2017,355,8.04,519
05228,Santiago del Collado,2017,115,28.55,168
05229,Santo Domingo de las Posadas,2017,48,8.78,71
05230,Santo Tomé de Zabarcos,2017,51,5.57,75
05231,San Vicente de Arévalo,2017,111,10.78,163
05233,Serranillos,2017,187,12.21,274
05234,Sigeres,2017,30,9.14,44
05235,Sinlabajos,2017,91,13.34,134
05236,Solana de Ávila,2017,69,45.81,101
05237,Solana de Rioalmar,2017,99,24.85,145
05238,Solosancho,2017,522,34.88,763
05239,Sotalbo,2017,167,60.31,245
05240,Sotillo de la Adrada,2017,3263,29.09,4764
05243,Tolbaños,2017,60,34.66,88
05244,Tormellas,2017,23,5.9,35
05245,Tornadizos de Ávila,2017,307,63.99,449
05247,"Torre, La",2017,150,38.89,220
05249,Umbrías,2017,71,7.82,104
05251,Vadillo de la Sierra,2017,39,30.51,57
05252,Valdecasa,2017,40,14.3,59
05256,Villaflor,2017,69,12.39,101
05257,Villafranca de la Sierra,2017,89,26.13,131
03042,"Poble Nou de Benitatxell, el",2017,3313,8.53,4837
03043,Biar,2017,2425,66.0,3541
03044,Bigastro,2017,4951,2.76,7227
03045,Bolulla,2017,291,9.11,426
03046,Busot,2017,2362,22.75,3448
03047,Calp,2017,17430,15.81,25442
03048,Callosa d'en Sarrià,2017,5259,23.29,7677
03050,"Campello, el",2017,20289,37.21,29615
03052,Cañada,2017,813,12.97,1188
03053,Castalla,2017,7625,77.07,11130
03054,Castell de Castells,2017,296,30.83,433
03055,Catral,2017,6284,13.45,9173
03056,Cocentaina,2017,7609,35.63,11107
03057,Confrides,2017,204,26.86,298
03058,Cox,2017,5038,11.27,7354
03059,Crevillent,2017,20244,70.33,29550
03060,Quatretondeta,2017,91,11.17,133
03061,Daya Nueva,2017,1205,4.77,1759
03063,Dénia,2017,30874,44.45,45066
03065,Elx,2017,160309,219.71,233995
03066,Elda,2017,35682,30.67,52083
03067,Fageca,2017,67,6.81,98
03068,Famorca,2017,33,6.41,49
03069,Finestrat,2017,5963,28.42,8704
03070,Formentera del Segura,2017,3110,2.91,4540
03071,Gata de Gorgos,2017,4427,13.66,6462
03072,Gaianes,2017,380,6.41,556
03074,Granja de Rocamora,2017,1798,4.81,2625
03075,"Castell de Guadalest, el",2017,180,10.76,263
03076,Guardamar del Segura,2017,11627,23.0,16972
03077,"Fondó de les Neus, el",2017,1829,46.3,2671
03078,Hondón de los Frailes,2017,878,8.43,1283
03079,Ibi,2017,16106,42.05,23509
03080,Jacarilla,2017,1413,8.22,2063
03081,Xaló,2017,2034,23.25,2969
03082,Xàbia,2017,20350,46.21,29704
03084,"Orxa, l'",2017,395,21.36,577
03085,Llíber,2017,686,14.76,1002
03086,Millena,2017,171,6.52,251
03089,Monòver,2017,8423,102.49,12295
03090,Mutxamel,2017,18214,32.05,26587
03091,Murla,2017,387,3.91,565
03092,Muro de Alcoy,2017,6209,20.35,9063
03095,Ondara,2017,4926,6.99,7191
03096,Onil,2017,5264,32.59,7685
03097,Orba,2017,1633,11.93,2384
03098,Orxeta,2017,582,16.17,850
03099,Orihuela,2017,55452,245.8,80941
03100,Parcent,2017,684,7.9,999
03101,Pedreguer,2017,5765,19.9,8415
03102,Pego,2017,7073,35.55,10325
03104,Petrer,2017,22882,70.18,33400
03105,"Pinós, el",2017,5599,85.05,8173
03106,Planes,2017,473,26.12,691
03107,Polop,2017,3681,15.18,5374
03109,Rafal,2017,3211,1.06,4688
03110,"Ràfol d'Almúnia, el",2017,491,3.27,718
03111,Redován,2017,5510,6.34,8044
03112,Relleu,2017,848,51.59,1239
03113,Rojales,2017,11698,18.66,17075
03114,"Romana, la",2017,1775,29.11,2592
03117,Sanet y Negrals,2017,499,2.65,729
03118,San Fulgencio,2017,6511,13.9,9505
03119,Sant Joan d'Alacant,2017,16982,6.48,24789
03120,San Miguel de Salinas,2017,4651,36.93,6789
03121,Santa Pola,2017,25456,39.39,37157
03122,Sant Vicent del Raspeig,2017,40341,27.27,58884
03124,Sella,2017,410,26.12,599
03125,Senija,2017,450,3.22,657
03128,Teulada,2017,8489,21.68,12391
03129,Tibi,2017,1230,47.35,1796
03130,Tollos,2017,26,10.66,38
03131,Tormos,2017,228,3.59,333
03132,"Torre de les Maçanes, la",2017,490,24.5,716
03134,"Vall d'Alcalà, la",2017,117,15.19,172
03135,"Vall d'Ebo, la",2017,154,21.7,225
03136,"Vall de Gallinera, la",2017,392,35.99,573
03138,"Verger, el",2017,3471,5.48,5067
03139,"Vila Joiosa, la",2017,24285,39.87,35448
03140,Villena,2017,22987,232.21,33554
03901,"Poblets, els",2017,1879,2.42,2743
03902,Pilar de la Horadada,2017,15824,52.38,23098
03904,San Isidro,2017,1511,7.88,2206
04001,Abla,2017,846,30.39,1236
04003,Adra,2017,16938,60.58,24724
04004,Albanchez,2017,456,23.39,667
04005,Alboloduy,2017,403,46.86,589
04007,Alcolea,2017,541,45.38,790
04008,Alcóntar,2017,379,63.0,554
04009,Alcudia de Monteagud,2017,87,10.3,128
04011,Alhama de Almería,2017,2582,17.66,3769
04012,Alicún,2017,148,3.93,217
04013,Almería,2017,135001,199.33,197053
04014,Almócita,2017,140,20.64,205
04016,Antas,2017,2290,67.09,3344
04017,Arboleas,2017,2993,44.49,4369
04018,Armuña de Almanzora,2017,225,5.17,329
04020,Bayárcal,2017,223,25.55,326
04021,Bayarque,2017,148,17.89,217
04022,Bédar,2017,684,31.39,999
04023,Beires,2017,97,25.8,143
04024,Benahadux,2017,3128,11.17,4566
04027,Benizalón,2017,168,21.4,246
04028,Bentarique,2017,162,7.61,237
04030,Canjáyar,2017,767,44.94,1121
04031,Cantoria,2017,2416,53.13,3527
04033,Castro de Filabres,2017,73,19.56,107
04034,Cóbdar,2017,139,21.48,203
04035,Cuevas del Almanzora,2017,10023,177.61,14631
04037,Chirivel,2017,1042,132.15,1521
04041,Enix,2017,398,44.95,581
04043,Felix,2017,514,54.59,751
04044,Fines,2017,1498,15.52,2187
04045,Fiñana,2017,1359,90.09,1984
04046,Fondón,2017,735,61.22,1074
04047,Gádor,2017,2040,58.95,2979
04048,"Gallardos, Los",2017,2040,23.43,2979
04050,Gérgal,2017,801,154.26,1170
04052,Huércal de Almería,2017,12522,14.07,18279
04053,Huércal-Overa,2017,13653,213.95,19929
04054,Íllar,2017,302,12.84,442
04055,Instinción,2017,330,22.48,483
04056,Laroya,2017,132,14.54,193
04057,Láujar de Andarax,2017,1085,62.4,1585
04058,Líjar,2017,262,18.92,383
04060,Lucainena de las Torres,2017,485,82.89,708
04061,Lúcar,2017,559,67.64,817
04062,Macael,2017,3656,29.47,5337
04063,María,2017,815,151.65,1190
04065,Nacimiento,2017,341,54.23,498
04066,Níjar,2017,22223,403.53,32439
04067,Ohanes,2017,370,21.76,541
04068,Olula de Castro,2017,130,22.38,191
04070,Oria,2017,1516,157.87,2213
04071,Padules,2017,293,17.79,429
04072,Partaloa,2017,629,35.34,919
04073,Paterna del Río,2017,259,30.52,379
04074,Pechina,2017,2980,30.95,4351
04075,Pulpí,2017,7741,64.0,11300
04076,Purchena,2017,1044,38.07,1525
04077,Rágol,2017,202,18.01,296
04078,Rioja,2017,1089,24.47,1591
04081,Santa Fe de Mondújar,2017,337,23.37,493
04082,Senés,2017,194,33.6,284
04083,Serón,2017,1425,111.8,2080
04084,Sierro,2017,256,18.57,374
04085,Somontín,2017,353,10.86,516
04086,Sorbas,2017,1683,167.46,2458
04087,Suflí,2017,153,6.73,224
04088,Tabernas,2017,2688,188.57,3924
04089,Taberno,2017,647,29.59,945
04090,Tahal,2017,254,63.6,371
04091,Terque,2017,268,10.51,392
04094,Turrillas,2017,186,26.22,272
01002,Amurrio,2017,6928,64.76,10113
01003,Aramaio,2017,947,49.09,1383
01004,Artziniega,2017,1232,18.36,1799
01006,Armiñón,2017,156,8.68,228
01008,Arratzua-Ubarrundia,2017,700,38.67,1023
01009,Asparrena,2017,1081,43.96,1578
01011,Baños de Ebro,2017,200,6.39,292
01013,Barrundia,2017,601,65.39,878
01014,Berantevilla,2017,307,23.91,449
01016,Bernedo,2017,362,87.61,529
01018,Zigoitia,2017,1223,68.67,1786
01019,Kripan,2017,117,8.31,172
01020,Kuartango,2017,269,56.61,393
01021,Elburgo,2017,428,21.56,625
01022,Elciego,2017,650,10.91,950
01023,Elvillar,2017,211,11.77,308
01027,Iruraiz-Gauna,2017,363,31.7,530
01028,Labastida,2017,1060,25.61,1548
01031,Laguardia,2017,999,54.36,1459
01032,Lanciego,2017,476,16.3,695
01033,Lapuebla de Labarca,2017,584,4.06,853
01034,Leza,2017,147,6.63,216
01036,Laudio,2017,12048,25.4,17587
01037,Arraia-Maeztu,2017,546,82.75,797
01039,Moreda de Álava,2017,139,5.78,204
01043,Oyón-Oion,2017,2328,30.39,3399
01046,Erriberagoitia,2017,555,80.5,811
01047,Erriberabeitia,2017,961,17.02,1404
01049,Añana,2017,104,14.62,153
01051,Agurain,2017,3415,25.4,4986
01052,Samaniego,2017,204,7.07,299
01055,Valdegovía,2017,715,160.06,1044
01056,Harana,2017,146,26.2,214
01057,Villabuena de Álava,2017,190,5.66,278
01058,Legutio,2017,1374,30.83,2006
01059,Vitoria-Gasteiz,2017,171840,186.28,250825
01060,Yécora,2017,167,12.57,245
01061,Zalduondo,2017,131,7.94,192
01062,Zambrana,2017,284,26.61,415
01901,Iruña Oka,2017,2421,35.8,3535
02001,Abengibre,2017,516,20.69,754
02002,Alatoz,2017,337,42.77,493
02003,Albacete,2017,116524,757.45,170084
02004,Albatana,2017,443,20.5,648
02005,Alborea,2017,456,48.33,667
02006,Alcadozo,2017,436,66.91,637
02007,Alcalá del Júcar,2017,769,98.67,1123
02008,Alcaraz,2017,877,249.28,1281
02009,Almansa,2017,16311,358.31,23809
02011,Ayna,2017,411,98.64,600
02012,Balazote,2017,1622,43.8,2368
02013,Balsa de Ves,2017,91,50.76,133
02014,"Ballestero, El",2017,278,93.14,406
02015,Barrax,2017,1262,127.61,1843
02016,Bienservida,2017,381,60.88,557
02017,Bogarra,2017,501,111.51,732
04095,Uleila del Campo,2017,560,26.0,818
04097,Velefique,2017,174,44.7,254
04098,Vélez-Blanco,2017,1299,296.7,1897
04099,Vélez-Rubio,2017,4405,190.1,6430
04100,Vera,2017,12708,38.66,18550
04101,Viator,2017,4184,13.86,6108
04102,Vícar,2017,18850,43.31,27515
04103,Zurgena,2017,1979,48.18,2890
04901,"Tres Villas, Las",2017,390,57.29,570
04902,"Ejido, El",2017,60138,152.45,87781
04904,Balanegra,2017,2029,21.23,2963
05001,Adanero,2017,141,21.0,207
05002,"Adrada, La",2017,1842,39.43,2689
05005,Albornos,2017,117,11.42,171
05007,Aldeanueva de Santa Cruz,2017,68,5.65,100
05008,Aldeaseca,2017,141,16.28,206
05010,"Aldehuela, La",2017,100,11.41,147
05012,Amavida,2017,90,10.01,132
05013,"Arenal, El",2017,652,18.2,953
05014,Arenas de San Pedro,2017,4363,130.28,6369
05016,Arévalo,2017,5225,30.74,7628
05017,Aveinte,2017,50,8.57,73
05018,Avellaneda,2017,15,6.41,23
05021,"Barco de Ávila, El",2017,1539,8.54,2247
05022,"Barraco, El",2017,1349,103.41,1970
05023,Barromán,2017,117,13.32,172
05024,Becedas,2017,110,21.58,161
05025,Becedillas,2017,46,13.06,68
05027,"Berlanas, Las",2017,219,11.22,320
05029,Bernuy-Zapardiel,2017,58,13.18,85
05030,Berrocalejo de Aragona,2017,33,5.95,49
05033,Blascomillán,2017,113,26.47,165
05034,Blasconuño de Matacabras,2017,9,7.79,14
05035,Blascosancho,2017,71,15.37,104
05036,"Bohodón, El",2017,71,14.63,105
05037,Bohoyo,2017,144,49.84,211
05039,Brabos,2017,28,12.22,41
05040,Bularros,2017,37,19.96,55
05041,Burgohondo,2017,842,37.18,1230
05043,Cabezas del Pozo,2017,59,11.91,87
05044,Cabezas del Villar,2017,166,73.67,243
05045,Cabizuela,2017,62,12.79,91
05046,Canales,2017,23,4.26,35
05047,Candeleda,2017,3369,143.6,4918
05048,Cantiveros,2017,65,9.64,95
05052,Casas del Puerto,2017,56,14.61,83
05053,Casasola,2017,46,12.06,68
05054,Casavieja,2017,952,26.37,1391
05056,Castellanos de Zapardiel,2017,92,8.47,135
05057,Cebreros,2017,2199,92.79,3210
05058,Cepeda la Mora,2017,45,20.8,66
05059,Cillán,2017,46,9.32,68
05061,"Colilla, La",2017,245,7.24,359
05062,Collado de Contreras,2017,97,12.34,142
05063,Collado del Mirón,2017,17,3.16,25
05064,Constanzana,2017,65,17.82,96
05066,Cuevas del Valle,2017,347,12.87,507
05067,Chamartín,2017,43,10.22,63
05069,Donjimeno,2017,50,9.72,74
05072,Espinosa de los Caballeros,2017,69,13.0,101
05073,Flores de Ávila,2017,184,28.79,270
05074,Fontiveros,2017,481,24.45,703
05075,Fresnedilla,2017,71,16.22,105
05076,"Fresno, El",2017,402,8.8,587
05077,Fuente el Saúz,2017,106,6.58,155
05078,Fuentes de Año,2017,59,13.26,87
05079,Gallegos de Altamiros,2017,38,13.42,56
05080,Gallegos de Sobrinos,2017,30,28.82,44
05081,Garganta del Villar,2017,27,11.97,40
05082,Gavilanes,2017,368,19.59,538
05084,Gilbuena,2017,33,9.98,49
05085,Gil García,2017,29,10.19,43
05086,Gimialcón,2017,49,12.62,72
05087,Gotarrendura,2017,111,7.07,163
05088,Grandes y San Martín,2017,23,7.41,35
05089,Guisando,2017,328,25.69,480
05093,Herradón de Pinares,2017,342,32.43,500
05095,Higuera de las Dueñas,2017,184,23.55,269
05096,"Hija de Dios, La",2017,53,8.29,78
05097,"Horcajada, La",2017,311,31.19,455
05099,Horcajo de las Torres,2017,304,31.68,445
05100,"Hornillo, El",2017,178,15.62,260
05101,Hoyocasero,2017,221,35.0,324
05102,"Hoyo de Pinares, El",2017,1455,54.36,2125
05104,Hoyos del Collado,2017,19,6.49,28
05105,Hoyos del Espino,2017,242,35.49,354
05106,Hoyos de Miguel Muñoz,2017,17,7.76,25
05108,Junciana,2017,28,9.77,42
02019,"Bonillo, El",2017,1779,338.12,2598
02020,Carcelén,2017,329,50.62,481
02021,Casas de Juan Núñez,2017,907,59.78,1325
02022,Casas de Lázaro,2017,219,75.45,320
02023,Casas de Ves,2017,376,84.02,550
02024,Casas-Ibáñez,2017,3077,69.45,4492
02026,Cenizate,2017,782,42.54,1142
02027,Corral-Rubio,2017,202,63.4,296
02028,Cotillas,2017,87,9.68,127
02029,Chinchilla de Monte-Aragón,2017,3098,457.36,4523
02030,Elche de la Sierra,2017,2401,161.04,3505
02031,Férez,2017,415,84.6,607
02032,Fuensanta,2017,199,16.15,291
02035,"Gineta, La",2017,1749,92.2,2554
02036,Golosalvo,2017,61,18.68,90
02037,Hellín,2017,20518,524.26,29950
02038,"Herrera, La",2017,211,42.64,308
02039,Higueruela,2017,773,138.12,1129
02040,Hoya-Gonzalo,2017,419,76.94,612
02041,Jorquera,2017,231,45.48,338
02042,Letur,2017,624,177.82,911
02043,Lezuza,2017,875,242.51,1278
02044,Liétor,2017,724,210.44,1057
02046,Mahora,2017,1006,72.73,1469
02048,Minaya,2017,978,47.07,1428
02049,Molinicos,2017,557,96.46,814
02050,Montalvos,2017,59,16.33,87
02051,Montealegre del Castillo,2017,1372,119.28,2004
02052,Motilleja,2017,447,15.99,653
02053,Munera,2017,2293,154.97,3347
02056,Ontur,2017,1289,36.59,1882
02057,Ossa de Montiel,2017,1488,163.78,2173
02058,Paterna del Madera,2017,237,75.43,346
02059,Peñascosa,2017,222,126.93,325
02060,Peñas de San Pedro,2017,980,106.69,1431
02061,Pétrola,2017,450,50.12,657
02062,Povedilla,2017,265,33.09,388
02063,Pozohondo,2017,1044,91.68,1525
02064,Pozo-Lorente,2017,261,54.21,382
02065,Pozuelo,2017,315,89.85,460
02067,Riópar,2017,889,54.43,1299
02068,Robledo,2017,265,80.38,388
02069,"Roda, La",2017,10516,267.54,15350
02070,Salobre,2017,292,33.24,427
02071,San Pedro,2017,798,55.88,1165
02072,Socovos,2017,1146,93.59,1673
02073,Tarazona de la Mancha,2017,4141,143.14,6045
02076,Vianos,2017,216,85.89,316
44009,Albarracín,2017,683,304.16,997
44010,Albentosa,2017,202,45.41,296
44011,Alcaine,2017,32,38.25,47
44012,Alcalá de la Selva,2017,256,70.52,374
44013,Alcañiz,2017,10836,317.59,15818
44014,Alcorisa,2017,2176,81.52,3177
44016,Alfambra,2017,323,82.22,472
44017,Aliaga,2017,229,129.28,335
44018,Almohaja,2017,10,15.05,16
44019,Alobras,2017,47,20.34,69
44020,Alpeñés,2017,16,18.34,24
44023,Allueva,2017,17,11.76,26
44024,Anadón,2017,21,15.68,32
44025,Andorra,2017,4850,95.06,7080
44026,Arcos de las Salinas,2017,76,74.69,112
44027,Arens de Lledó,2017,139,22.98,203
44028,Argente,2017,128,41.72,188
44029,Ariño,2017,446,55.15,651
44031,Azaila,2017,65,53.99,96
44035,Barrachina,2017,80,16.56,117
44036,Bea,2017,18,15.03,27
44037,Beceite,2017,382,64.91,559
44038,Belmonte de San José,2017,84,22.47,124
44039,Bello,2017,146,35.17,214
44040,Berge,2017,152,28.56,222
44041,Bezas,2017,42,17.28,62
44044,Bordón,2017,74,19.82,109
44045,Bronchales,2017,315,39.93,461
44046,Bueña,2017,36,26.68,54
44047,Burbáguena,2017,252,26.16,369
44048,Cabra de Mora,2017,47,22.71,69
44049,Calaceite,2017,657,54.66,959
44050,Calamocha,2017,3006,212.97,4388
44051,Calanda,2017,2525,75.51,3686
44054,Camarena de la Sierra,2017,90,53.02,132
44055,Camarillas,2017,80,33.4,118
44056,Caminreal,2017,412,29.78,602
44059,Cantavieja,2017,482,83.58,705
44060,Cañada de Benatanduz,2017,22,22.57,33
44061,"Cañada de Verich, La",2017,58,7.26,85
44065,Castejón de Tornos,2017,46,20.32,68
44066,Castel de Cabra,2017,59,19.5,87
44067,Castelnou,2017,73,24.49,107
44068,Castelserás,2017,534,21.17,780
44070,"Castellar, El",2017,36,32.94,54
44071,Castellote,2017,455,157.82,665
44074,Cedrillas,2017,438,49.41,640
44075,Celadas,2017,229,67.28,335
44076,Cella,2017,1773,83.82,2589
44077,"Cerollera, La",2017,50,22.19,74
44082,Corbalán,2017,75,54.7,110
44085,Cosa,2017,40,35.95,59
44086,Cretas,2017,373,35.24,545
44087,Crivillén,2017,60,28.0,88
44088,"Cuba, La",2017,34,4.35,50
44089,Cubla,2017,47,32.21,69
44090,Cucalón,2017,50,21.31,73
44092,"Cuervo, El",2017,66,13.83,97
44093,Cuevas de Almudén,2017,79,23.79,116
44096,Ejulve,2017,117,73.2,171
44097,Escorihuela,2017,95,38.11,139
44100,Estercuel,2017,132,37.07,194
44101,Ferreruela de Huerva,2017,50,13.62,73
44102,Fonfría,2017,21,13.5,31
44103,Formiche Alto,2017,107,52.27,157
44106,Fortanete,2017,149,112.41,218
44107,Foz-Calanda,2017,189,25.36,276
44109,Frías de Albarracín,2017,74,33.85,109
44111,Fuentes Calientes,2017,56,16.67,82
44112,Fuentes Claras,2017,293,24.8,428
44113,Fuentes de Rubielos,2017,112,25.92,164
44114,Fuentespalda,2017,192,26.11,281
44115,Galve,2017,96,41.27,141
44116,Gargallo,2017,60,19.82,89
44117,Gea de Albarracín,2017,302,38.59,441
44118,"Ginebrosa, La",2017,128,53.69,187
44120,Guadalaviar,2017,162,18.79,237
44122,Híjar,2017,1198,111.15,1749
44123,Hinojosa de Jarque,2017,69,24.22,102
44124,"Hoz de la Vieja, La",2017,58,29.16,85
44125,Huesa del Común,2017,42,40.47,62
31224,Sesma,2017,822,47.97,1200
31225,Sorlada,2017,32,4.09,47
31227,Tafalla,2017,7207,66.03,10521
31228,Tiebas-Muruarte de Reta,2017,443,14.34,648
31229,Tirapu,2017,36,3.75,53
31230,Torralba del Río,2017,67,12.03,98
31232,Tudela,2017,25316,144.59,36953
31233,Tulebras,2017,100,2.54,147
31234,Ucar,2017,127,7.92,186
31236,Ultzama,2017,1096,64.8,1601
31237,Unciti,2017,152,24.98,222
31238,Unzué,2017,106,12.67,155
31239,Urdazubi,2017,251,5.18,367
31240,Urdiain,2017,430,10.13,629
31241,Urraul Alto,2017,90,93.88,132
31242,Urraul Bajo,2017,217,40.04,318
31244,Urroz,2017,119,7.91,175
31246,Uterga,2017,113,5.76,165
31247,Uztárroz,2017,95,39.04,139
31248,Luzaide,2017,214,30.22,313
31249,Valtierra,2017,1631,33.8,2381
31251,Viana,2017,2949,53.08,4305
31252,Vidángoz,2017,54,26.45,79
31253,Bidaurreta,2017,111,3.43,163
31256,Hiriberri,2017,68,14.43,100
31257,Villatuerta,2017,857,16.02,1252
31258,Villava,2017,6761,0.71,9869
31259,Igantzi,2017,387,11.15,565
31260,Valle de Yerri,2017,1057,169.74,1544
31261,Yesa,2017,197,15.33,289
31262,Zabalza,2017,194,9.4,284
31263,Zubieta,2017,194,11.91,284
31264,Zugarramurdi,2017,161,3.65,236
31265,Zúñiga,2017,59,10.25,87
31901,Barañáin,2017,13151,0.94,19197
31902,Berrioplano,2017,5069,17.58,7400
31904,Irurtzun,2017,1557,2.53,2273
31905,Beriáin,2017,2767,3.64,4040
31906,Orkoien,2017,2722,3.79,3974
31907,Zizur Mayor,2017,10562,3.4,15417
31908,Lekunberri,2017,1140,4.51,1665
32001,Allariz,2017,4294,57.81,6269
32002,Amoeiro,2017,1604,26.7,2342
32004,Avión,2017,1175,81.58,1716
32007,Baños de Molgas,2017,1035,45.46,1512
32008,Barbadás,2017,7489,20.19,10932
32009,"Barco de Valdeorras, O",2017,8926,57.46,13029
32010,Beade,2017,245,4.28,358
32011,Beariz,2017,637,37.61,930
32012,"Blancos, Os",2017,482,31.95,704
32014,"Bola, A",2017,715,23.43,1045
32016,Calvos de Randín,2017,457,65.66,668
32017,Carballeda de Valdeorras,2017,943,149.65,1377
32018,Carballeda de Avia,2017,819,31.12,1196
32019,"Carballiño, O",2017,9392,36.6,13709
32020,Cartelle,2017,1690,63.35,2468
32021,Castrelo do Val,2017,667,82.05,974
32022,Castrelo de Miño,2017,901,26.72,1316
